ID,W,G,R,AB,H,1B,2B,3B,HR,BB,SO,SB,CS,HBP,BBHBP,SF,Outs,Outsinplay,RA,BA,OBA,SLG,OPS,LogRuns,Team_ID,Team_ID_Encoded
601,78,162,629,5521,1332.0,940,248,33,111,490,1026,92,30,0,490,0,4189,3163,680,0.241260641,0.303110963,0.358449556,0.661560519,6.4457198193855785,Team_44,79.7216495326434
603,60,109,427,3600,922.0,680,148,29,65,404,500,61,37,0,404,0,2678,2178,404,0.256111111,0.331168831,0.3675,0.698668831,6.059123195581797,Team_28,77.83185636540004
605,97,162,774,5541,1443.0,942,284,37,180,626,1224,142,50,68,694,52,4098,2874,671,0.260422306,0.339907746,0.422486916,0.762394662,6.652863029353347,Team_141,79.7091125924128
607,68,162,675,5378,1343.0,921,242,34,146,553,922,65,64,0,553,0,4035,3113,792,0.249721086,0.319676277,0.388806248,0.708482525,6.516193076042964,Team_128,79.0707828003606
609,77,162,682,5537,1387.0,939,266,23,159,550,1036,81,44,0,550,0,4150,3114,753,0.250496659,0.318219156,0.392992595,0.711211751,6.52649485957079,Team_139,78.92373686202954
611,77,162,826,5632,1640.0,1088,333,36,183,469,949,67,47,0,469,0,3992,3043,855,0.291193182,0.345681036,0.460582386,0.806263422,6.717804695023691,Team_48,80.51826350729577
613,74,162,719,5521,1410.0,924,277,38,171,564,942,94,35,0,564,0,4111,3169,818,0.255388517,0.324404273,0.412244159,0.736648431,6.579251212010101,Team_70,79.63818705996256
615,72,161,615,5384,1348.0,945,241,24,138,538,904,93,76,0,538,0,4036,3132,719,0.250371471,0.318473489,0.380943536,0.699417025,6.423246963533519,Team_124,79.77554565349752
617,79,162,629,5505,1395.0,1090,183,29,93,509,816,59,47,0,509,0,4110,3294,657,0.253405995,0.316594613,0.347865577,0.664460189,6.4457198193855785,Team_4,78.04183338398263
619,87,161,641,5426,1334.0,941,246,25,122,479,922,207,56,0,479,0,4092,3170,596,0.245853299,0.307027942,0.367858459,0.674886402,6.464588303689961,Team_3,79.92188918976353
621,74,144,691,4913,1304.0,895,247,24,138,526,877,90,47,0,526,0,3609,2732,720,0.265418278,0.336458908,0.40972929,0.746188198,6.539585955617669,Team_90,77.44420264236322
623,68,162,575,5444,1314.0,1004,172,26,112,436,1031,141,64,0,436,0,4130,3099,680,0.241366642,0.297619048,0.344232182,0.64185123,6.3561076606958915,Team_51,81.12549452966455
625,82,162,864,5628,1574.0,995,309,34,236,608,1024,93,52,47,655,43,4054,3030,869,0.279673063,0.352355359,0.472459133,0.824814492,6.762729506931879,Team_102,79.34369089919473
627,85,162,898,5644,1586.0,1074,284,33,195,701,927,105,41,0,701,0,4058,3131,794,0.281006378,0.360441292,0.446669029,0.807110321,6.80128303447162,Team_6,80.99690373928452
629,89,162,788,5511,1445.0,994,239,16,196,604,949,105,43,0,604,0,4066,3117,758,0.262202867,0.335077678,0.418072945,0.753150623,6.670766320845874,Team_80,81.19148866272155
631,64,162,664,5515,1401.0,1045,218,54,84,523,762,133,62,0,523,0,4114,3352,711,0.254034451,0.318648559,0.358839529,0.677488088,6.499787040655854,Team_105,79.8588764691577
633,62,109,493,3743,961.0,672,173,20,96,300,461,39,36,0,300,0,2782,2321,459,0.256745926,0.311897106,0.390595779,0.702492885,6.202535517187923,Team_139,78.92373686202954
635,70,162,768,5610,1556.0,1084,288,20,164,474,878,121,32,73,547,41,4054,3176,899,0.277361854,0.339303001,0.423529412,0.762832413,6.645090969505644,Team_149,78.60802230113683
637,92,163,700,5538,1421.0,937,296,23,165,589,1171,73,38,36,625,55,4117,2946,646,0.256590827,0.329044709,0.407728422,0.736773131,6.55250788703459,Team_108,79.33136683864726
639,67,162,635,5474,1361.0,907,276,27,151,496,925,109,38,35,531,33,4113,3188,769,0.248629887,0.313348791,0.391669711,0.705018502,6.455198563340122,Team_106,79.34369089919473
641,83,162,717,5502,1499.0,1033,306,32,128,512,918,96,38,67,579,50,4003,3085,732,0.272446383,0.33893329,0.409487459,0.748420749,6.576469569048224,Team_122,80.05761276237554
643,89,162,651,5545,1456.0,1046,286,29,95,380,985,153,36,53,433,47,4089,3104,624,0.2625789,0.313526971,0.376014427,0.689541398,6.480044561926653,Team_134,78.12582419141567
645,97,161,859,5510,1551.0,1024,258,56,213,528,905,66,47,0,528,0,3959,3054,712,0.281488203,0.344319311,0.4646098,0.808929111,6.756932389247553,Team_47,81.3403998387684
647,54,162,573,5348,1276.0,948,188,32,108,482,751,104,69,0,482,0,4072,3321,860,0.238593867,0.301543739,0.346297681,0.647841421,6.352629396319567,Team_120,78.7049491524161
649,79,162,789,5482,1379.0,919,273,26,161,678,1273,129,44,41,719,48,4103,2830,812,0.251550529,0.335733717,0.398941992,0.734675709,6.672032945461067,Team_71,78.31950581116992
651,78,145,801,5019,1390.0,927,252,25,186,564,889,58,39,0,564,0,3629,2740,697,0.276947599,0.349991044,0.448296473,0.798287518,6.687108607866515,Team_8,79.07985339874436
653,87,162,809,5596,1591.0,1017,348,27,199,514,906,65,33,63,577,52,4005,3099,754,0.284310222,0.348273092,0.462830593,0.811103686,6.697034247666484,Team_106,79.34369089919473
655,96,162,801,5602,1608.0,1156,275,34,143,490,872,101,42,50,540,55,3994,3122,683,0.287040343,0.346619332,0.424848268,0.7714676,6.687108607866515,Team_113,80.83361369157439
657,84,162,659,5531,1460.0,1072,238,29,121,497,873,124,77,0,497,0,4071,3198,648,0.263966733,0.324651626,0.383113361,0.707764987,6.492239835020471,Team_92,79.39730554246107
659,99,162,800,5484,1439.0,970,270,42,157,527,888,165,50,0,527,0,4045,3157,650,0.262399708,0.327067044,0.412837345,0.739904389,6.68586094706836,Team_32,80.28747804394744
661,91,162,862,5625,1552.0,1071,272,46,163,598,1040,176,74,0,598,0,4073,3033,817,0.275911111,0.345492528,0.427555556,0.773048083,6.760414691083428,Team_19,79.77554565349752
663,74,162,656,5515,1442.0,1042,239,25,136,484,917,96,68,0,484,0,4073,3156,723,0.261468722,0.321053509,0.387851315,0.708904824,6.48768401848461,Team_81,78.36152747585817
665,90,162,783,5608,1458.0,947,274,32,205,511,1094,126,97,0,511,0,4150,3056,669,0.259985735,0.321784605,0.429921541,0.751706146,6.664409020350408,Team_122,80.05761276237554
667,75,162,791,5515,1411.0,957,256,16,182,675,1055,66,45,0,675,0,4104,3049,794,0.255847688,0.336995153,0.407071623,0.744066776,6.674561391814426,Team_69,78.01057528100284
669,72,162,610,5421,1325.0,906,277,35,107,489,1308,108,52,34,523,44,4096,2788,712,0.244419849,0.308617234,0.367644346,0.676261581,6.415096959171596,Team_63,78.37525563334707
671,61,162,613,5411,1297.0,859,265,36,137,447,1235,94,45,43,490,24,4114,2879,759,0.239696914,0.301603376,0.377933838,0.679537214,6.419994928147142,Team_95,77.91724330668968
673,76,162,654,5561,1403.0,957,264,45,137,474,919,97,46,0,474,0,4158,3239,673,0.252292753,0.311019056,0.389857939,0.700876995,6.484635235635252,Team_122,80.05761276237554
675,57,159,570,5366,1338.0,1003,171,39,125,383,872,63,57,0,383,0,4028,3156,786,0.249347745,0.29935641,0.365635483,0.664991892,6.3473892096560105,Team_8,79.07985339874436
677,71,161,631,5449,1327.0,936,224,35,132,446,908,98,46,0,446,0,4122,3214,757,0.243530923,0.300763359,0.370159662,0.670923021,6.448889394146858,Team_116,78.8038572081368
679,80,162,706,5550,1494.0,1066,250,43,135,478,762,73,52,0,478,0,4056,3294,707,0.269189189,0.327140013,0.402702703,0.729842716,6.561030665896573,Team_85,79.06761202339203
681,101,161,708,5495,1428.0,959,280,25,164,558,1028,76,39,54,612,49,4067,3039,565,0.259872611,0.331384016,0.409463148,0.740847164,6.5638555265321274,Team_105,79.8588764691577
683,81,162,639,5426,1367.0,907,311,32,117,491,1090,45,45,89,580,45,4059,2969,673,0.251935127,0.321764998,0.385735348,0.707500346,6.461468176353717,Team_126,80.41836791691524
685,92,162,685,5455,1439.0,1081,239,52,67,569,805,200,91,0,569,0,4016,3211,609,0.263794684,0.333333333,0.363519707,0.69685304,6.530877627725885,Team_86,77.51346915829869
687,95,162,804,5524,1462.0,924,280,13,245,565,1176,93,27,62,627,49,4062,2886,668,0.264663287,0.336935484,0.453113686,0.79004917,6.690842277418564,Team_18,81.82141971846934
689,101,162,897,5527,1483.0,940,281,20,242,670,982,84,33,80,750,50,4044,3062,808,0.26831916,0.352931879,0.45775285,0.810684729,6.8001700683022,Team_112,81.69543350731978
691,79,161,601,5378,1270.0,948,216,48,58,568,905,262,78,0,568,0,4108,3203,611,0.236147267,0.309115372,0.326515433,0.635630805,6.400257445308821,Team_95,77.91724330668968
693,97,162,772,5581,1451.0,961,290,34,166,560,1064,108,21,63,623,43,4130,3066,640,0.259989249,0.33199936,0.41336678,0.74536614,6.650279048587422,Team_112,81.69543350731978
695,67,162,676,5604,1534.0,1103,279,31,121,471,905,115,50,35,506,53,4070,3165,845,0.273733048,0.331007626,0.399357602,0.730365228,6.517671272912275,Team_131,79.84763574379295
697,83,160,681,5415,1430.0,1051,230,39,110,486,710,102,59,0,486,0,3985,3275,588,0.264081256,0.32469073,0.381902124,0.706592854,6.525029657843462,Team_66,80.60355301069029
699,72,161,641,5330,1300.0,875,263,20,142,537,1109,86,49,73,610,41,4030,2921,730,0.243902439,0.319344591,0.380675422,0.700020013,6.464588303689961,Team_116,78.8038572081368
701,89,162,583,5394,1382.0,1057,224,52,49,461,745,190,95,0,461,0,4012,3267,582,0.256210604,0.314773698,0.344271413,0.65904511,6.369900982828227,Team_124,79.77554565349752
703,87,162,784,5526,1436.0,889,296,27,224,472,1253,149,36,37,509,51,4090,2837,740,0.259862468,0.319585935,0.44480637,0.764392305,6.665683717782408,Team_24,80.64554841440682
705,50,107,395,3642,886.0,652,148,22,64,321,540,98,39,0,321,0,2756,2216,416,0.243272927,0.304567247,0.3487095,0.653276747,5.981414211254481,Team_117,78.24317125352412
707,72,162,843,5618,1510.0,949,304,27,230,554,1055,62,34,62,616,50,4108,3053,882,0.268778925,0.338319542,0.455322179,0.79364172,6.738152494595957,Team_73,79.8918458210646
709,76,162,629,5552,1446.0,1024,280,35,107,469,1078,67,26,39,508,42,4106,3028,691,0.260446686,0.320222878,0.381304035,0.701526912,6.4457198193855785,Team_76,76.86596207992011
711,65,162,605,5504,1345.0,983,240,43,79,502,1027,125,68,0,502,0,4159,3132,717,0.244367733,0.307525808,0.346656977,0.654182784,6.406879986069314,Team_4,78.04183338398263
713,67,162,750,5552,1519.0,1033,289,40,157,412,990,151,49,69,481,51,4033,3043,936,0.273595101,0.328731098,0.424891931,0.753623029,6.621405651764134,Team_94,80.46876264396167
715,88,162,777,5524,1448.0,993,274,28,153,550,1029,97,74,0,550,0,4076,3047,709,0.262128892,0.328943036,0.404960174,0.73390321,6.656726524178391,Team_37,79.6067163535327
717,103,162,915,5660,1604.0,1014,325,21,244,663,1014,111,28,54,717,39,4056,3042,753,0.283392226,0.36175187,0.477561837,0.839313708,6.82001636467413,Team_13,78.78290160642052
719,90,162,799,5612,1493.0,914,304,40,235,625,1090,57,42,50,675,54,4119,3029,748,0.266037063,0.341901908,0.460085531,0.801987439,6.684611727667927,Team_108,79.33136683864726
721,96,162,693,5527,1409.0,977,272,54,106,569,872,110,53,0,569,0,4118,3246,595,0.254930342,0.324475066,0.381219468,0.705694534,6.542471960506805,Team_116,78.8038572081368
723,98,163,775,5661,1541.0,1077,264,52,148,483,855,180,66,0,483,0,4120,3265,643,0.27221339,0.329427083,0.415650945,0.745078028,6.654152520183219,Team_74,80.60960351986894
725,84,162,783,5560,1478.0,995,262,29,192,514,928,169,46,0,514,0,4082,3154,752,0.265827338,0.327955219,0.426978417,0.754933636,6.664409020350408,Team_30,80.00987794178552
727,68,162,667,5525,1385.0,959,266,24,136,555,1087,110,44,59,614,39,4140,3053,845,0.250678733,0.323567498,0.381357466,0.704924964,6.504288173536645,Team_104,79.21770468804517
729,69,162,609,5437,1327.0,890,261,39,137,484,1228,149,41,35,519,40,4110,2882,724,0.24406842,0.307871915,0.382012139,0.689884054,6.413458957167357,Team_20,77.72607079195981
731,64,162,614,5619,1411.0,1018,251,35,107,471,912,93,64,0,471,0,4208,3296,728,0.251112298,0.309031199,0.365367503,0.674398702,6.421622267806518,Team_52,77.41190232823486
733,78,161,593,5439,1367.0,993,242,36,96,470,782,131,38,0,470,0,4072,3290,585,0.251332966,0.310881706,0.362015076,0.672896782,6.386879319362645,Team_20,77.72607079195981
735,95,163,891,5733,1599.0,1065,277,41,216,484,714,84,52,0,484,0,4134,3420,717,0.278911565,0.335049059,0.454561312,0.789610371,6.79346613258001,Team_111,81.19148866272155
737,106,162,826,5484,1489.0,951,297,26,215,548,1062,98,43,0,548,0,3995,2933,581,0.271517141,0.337698939,0.452771699,0.790470638,6.717804695023691,Team_31,78.86341803446572
739,71,162,701,5512,1436.0,982,272,42,140,470,868,84,40,0,470,0,4076,3208,719,0.260522496,0.318622534,0.401306241,0.719928775,6.553933404025811,Team_59,78.67992476303151
741,85,162,743,5574,1526.0,1172,222,51,81,550,714,146,75,0,550,0,4048,3334,704,0.27377108,0.338994121,0.375493362,0.714487484,6.612041034833092,Team_33,78.65152336482947
743,91,162,687,5500,1384.0,920,261,49,154,473,840,128,48,0,473,0,4116,3276,639,0.251636364,0.310899046,0.400909091,0.711808137,6.5337888379333435,Team_132,78.8397460545965
745,99,162,712,5416,1414.0,1042,220,25,127,562,855,157,55,0,562,0,4002,3147,576,0.261078287,0.330545333,0.381277696,0.711823029,6.569481420414296,Team_140,79.76364493635991
747,79,163,696,5598,1515.0,1079,273,54,109,397,722,182,47,0,397,0,4083,3361,767,0.270632369,0.318932444,0.397106109,0.716038553,6.546785410760524,Team_55,78.53623404971326
749,95,162,945,5651,1653.0,1090,304,29,230,611,937,111,54,0,611,0,3998,3061,859,0.292514599,0.361545832,0.47867634,0.840222172,6.852242569051878,Team_53,80.47483898790898
751,61,162,742,5606,1476.0,992,267,30,187,489,977,140,54,0,489,0,4130,3153,957,0.263289333,0.322395406,0.421691045,0.744086451,6.610696044717759,Team_36,78.7049491524161
753,74,162,732,5503,1408.0,997,247,36,128,519,821,164,72,0,519,0,4095,3274,760,0.25586044,0.319993358,0.383608941,0.703602298,6.597145701886651,Team_78,78.09723083447903
755,67,162,556,5421,1263.0,879,253,22,109,435,1280,125,40,37,472,41,4158,2878,675,0.232982844,0.292382878,0.348090758,0.640473636,6.322565239927284,Team_100,77.79803387761456
757,77,162,645,5538,1399.0,987,254,36,122,501,1419,58,21,35,536,39,4139,2720,674,0.252618274,0.316538524,0.377573131,0.694111656,6.470799503782602,Team_95,77.91724330668968
759,88,162,751,5702,1560.0,1162,238,46,114,514,828,55,31,0,514,0,4142,3314,657,0.273588215,0.333655084,0.391441599,0.725096683,6.62273632394984,Team_70,79.63818705996256
761,77,162,535,5294,1199.0,836,224,30,109,468,1294,91,34,41,509,45,4095,2801,577,0.226482811,0.292065663,0.341896487,0.63396215,6.284134161070802,Team_58,78.63901044860229
763,82,162,684,5502,1416.0,978,269,39,130,600,977,99,44,49,649,48,4086,3109,726,0.25736096,0.333118245,0.39131225,0.724430495,6.529418838262226,Team_138,80.2055913195645
765,87,162,764,5620,1556.0,1086,281,57,132,475,665,101,49,0,475,0,4064,3399,708,0.276868327,0.333223954,0.417615658,0.750839612,6.639875833826536,Team_135,79.76364493635991
767,79,159,688,5404,1409.0,1030,201,25,153,525,667,106,89,0,525,0,3995,3328,703,0.260732791,0.326193287,0.39211695,0.718310238,6.535241271013659,Team_75,80.18856998822673
769,86,162,637,5438,1369.0,961,269,23,116,481,1156,104,44,52,533,38,4069,2913,597,0.251746966,0.316525212,0.373666789,0.690192001,6.45833828334479,Team_120,78.7049491524161
771,74,161,609,5441,1401.0,1055,207,38,101,450,730,107,59,0,450,0,4040,3310,709,0.257489432,0.314208114,0.365190222,0.679398336,6.413458957167357,Team_127,78.70879319815553
773,86,163,809,5716,1540.0,1039,285,35,181,496,848,110,59,0,496,0,4176,3328,733,0.269419174,0.327752737,0.426522043,0.75427478,6.697034247666484,Team_61,79.40076266675466
775,67,163,629,5447,1324.0,950,215,36,123,558,926,106,50,0,558,0,4123,3197,735,0.24306958,0.313405495,0.363502846,0.676908341,6.4457198193855785,Team_114,78.90276526385752
777,73,163,740,5563,1366.0,867,297,25,177,620,1245,72,44,61,681,49,4197,2952,826,0.245550962,0.325282059,0.403379472,0.728661531,6.608000625296087,Team_87,79.46967711034428
779,92,162,690,5475,1428.0,1059,227,41,101,554,897,154,51,0,554,0,4047,3150,635,0.260821918,0.328744402,0.37260274,0.701347142,6.53813982376767,Team_73,79.8918458210646
781,66,162,662,5515,1393.0,985,243,29,136,547,1062,71,44,30,577,41,4122,3060,815,0.252583862,0.321213109,0.381142339,0.702355448,6.4967749901858625,Team_5,79.70257544397496
783,83,162,711,5437,1404.0,941,294,25,144,522,990,100,39,45,567,40,4033,3043,716,0.258230642,0.326108537,0.40095641,0.727064947,6.568077911411976,Team_80,81.19148866272155
785,101,162,847,5546,1548.0,1040,266,56,186,573,806,135,68,0,573,0,3998,3192,668,0.279120087,0.346625266,0.447890371,0.794515637,6.742880635791903,Team_9,79.28355939771134
787,80,162,858,5676,1565.0,1007,345,29,184,606,1009,94,55,78,684,42,4111,3102,857,0.27572234,0.35129647,0.44397463,0.7952711,6.755768921984255,Team_131,79.84763574379295
789,80,162,641,5492,1435.0,1075,212,17,131,489,680,47,43,0,489,0,4057,3377,610,0.261289148,0.321685337,0.377640204,0.699325541,6.464588303689961,Team_149,78.60802230113683
791,93,162,712,5560,1375.0,875,270,16,214,480,1315,58,29,50,530,30,4185,2870,705,0.247302158,0.31127451,0.417086331,0.728360841,6.569481420414296,Team_113,80.83361369157439
793,70,162,734,5641,1499.0,1067,285,32,115,506,915,112,54,0,506,0,4142,3227,818,0.265733026,0.32617537,0.388760858,0.714936228,6.5998704992128365,Team_81,78.36152747585817
795,62,162,757,5589,1515.0,1019,335,37,124,474,1040,65,34,64,538,48,4074,3034,971,0.27106817,0.332469636,0.410806942,0.743276578,6.630683385642372,Team_17,78.08382878769916
797,90,162,665,5434,1338.0,946,236,24,132,538,1183,124,50,50,588,46,4096,2913,581,0.246227457,0.317402769,0.371365477,0.688768245,6.501289670540389,Team_60,79.7216495326434
799,99,163,796,5587,1493.0,1005,270,46,172,582,835,74,51,0,582,0,4094,3259,657,0.267227492,0.336359215,0.42437802,0.760737236,6.680854678790215,Team_12,80.71607961873718
801,93,162,796,5735,1625.0,1134,292,23,176,531,1073,35,20,43,574,47,4110,3037,624,0.283347864,0.34597231,0.43435048,0.780322789,6.680854678790215,Team_75,80.18856998822673
803,89,162,641,5528,1345.0,912,244,16,173,504,1260,77,44,28,532,30,4183,2923,605,0.243306802,0.308210181,0.387120116,0.695330296,6.464588303689961,Team_140,79.76364493635991
805,83,162,669,5459,1374.0,979,209,27,159,447,1056,137,53,0,447,0,4085,3029,678,0.25169445,0.308330511,0.387250412,0.695580924,6.507277712385012,Team_14,80.09960816609207
807,41,105,348,3493,868.0,640,136,35,57,304,603,103,42,0,304,0,2625,2022,432,0.248496994,0.308664735,0.35642714,0.665091875,5.855071922202427,Team_19,79.77554565349752
809,82,161,608,5457,1345.0,1038,198,24,85,540,805,27,22,0,540,0,4112,3307,588,0.246472421,0.314323829,0.338281107,0.652604935,6.411818267709897,Team_44,79.7216495326434
811,86,163,731,5734,1594.0,1152,279,63,100,460,838,116,69,0,460,0,4140,3302,693,0.277990931,0.331611237,0.400941751,0.732552988,6.595780513961311,Team_43,77.62187934681745
813,72,161,714,5546,1459.0,1011,274,40,134,475,984,135,50,0,475,0,4087,3103,899,0.263072485,0.321209101,0.399386946,0.720596047,6.5722825426940075,Team_146,79.50373951014369
815,69,162,532,5321,1304.0,973,200,31,100,433,800,144,117,0,433,0,4017,3217,690,0.245066717,0.301876955,0.350685961,0.652562916,6.278521424165844,Team_86,77.51346915829869
817,98,162,695,5549,1425.0,1017,239,35,134,546,872,117,53,0,546,0,4124,3252,568,0.256803028,0.32337982,0.384934222,0.708314042,6.54534966033442,Team_106,79.34369089919473
819,90,159,682,5474,1382.0,1001,224,33,124,580,834,104,55,0,580,0,4092,3258,553,0.252466204,0.324083251,0.373401535,0.697484785,6.52649485957079,Team_98,79.5552279318382
821,66,162,669,5574,1397.0,1024,221,42,110,621,857,78,73,0,621,0,4177,3320,826,0.250627915,0.32574657,0.364549695,0.690296265,6.507277712385012,Team_116,78.8038572081368
823,64,162,679,5564,1466.0,1015,278,24,149,474,841,100,55,0,474,0,4098,3257,799,0.263479511,0.321298443,0.402408339,0.723706783,6.522092798170152,Team_95,77.91724330668968
825,74,161,698,5458,1470.0,1088,229,23,130,502,831,137,60,0,502,0,3988,3157,792,0.269329425,0.330872483,0.391168926,0.72204141,6.54965074223381,Team_117,78.24317125352412
827,74,162,675,5410,1380.0,976,233,40,131,542,880,159,89,0,542,0,4030,3150,695,0.255083179,0.322916667,0.385582255,0.708498922,6.516193076042964,Team_50,78.70879319815553
829,59,162,710,5493,1416.0,951,271,38,156,617,1208,73,40,56,673,42,4077,2869,874,0.257782632,0.336501289,0.406153286,0.742654575,6.566672429803241,Team_121,78.93638824398828
831,84,163,831,5702,1620.0,1148,270,45,157,456,944,141,54,0,456,0,4082,3138,841,0.284110838,0.337122442,0.429849176,0.766971618,6.723832440821209,Team_1,80.12160057047782
833,81,162,608,5480,1350.0,961,255,38,96,506,1025,139,54,0,506,0,4130,3105,668,0.246350365,0.310056799,0.359306569,0.669363369,6.411818267709897,Team_60,79.7216495326434
835,88,163,661,5533,1375.0,1016,202,37,120,571,772,72,44,0,571,0,4158,3386,563,0.248508946,0.318807339,0.36345563,0.682262969,6.495265555937008,Team_138,80.2055913195645
837,96,163,865,5649,1536.0,978,312,37,209,569,1125,164,54,0,569,0,4113,2988,711,0.271906532,0.33853329,0.451230306,0.789763597,6.763884908562435,Team_6,80.99690373928452
839,86,162,894,5661,1580.0,1000,357,33,190,546,1081,37,25,90,636,56,4081,3000,826,0.279102632,0.348811585,0.454513337,0.803324922,6.796823718274855,Team_129,80.64554841440682
841,76,162,648,5485,1386.0,998,238,28,122,526,936,162,46,0,526,0,4099,3163,678,0.252689152,0.318083514,0.37301732,0.691100834,6.47543271670409,Team_39,79.81413345688416
843,86,162,736,5542,1456.0,1003,285,18,150,541,1027,79,41,50,591,40,4086,3059,641,0.262721039,0.331605378,0.401840491,0.733445869,6.602587892189336,Team_56,80.70207004671622
845,84,162,829,5628,1531.0,1066,279,25,161,617,953,126,72,0,617,0,4097,3144,794,0.272032694,0.343955164,0.416311301,0.760266465,6.721425700790643,Team_122,80.05761276237554
847,59,107,421,3529,889.0,619,148,22,100,391,434,47,30,0,391,0,2640,2206,343,0.251912723,0.326530612,0.391328988,0.717859601,6.045005314036012,Team_26,78.67176443973042
849,90,162,750,5535,1398.0,841,324,35,198,550,1203,108,38,69,619,43,4137,2934,689,0.252574526,0.325480071,0.431074977,0.756555048,6.621405651764134,Team_147,80.43557139582421
851,64,162,691,5578,1465.0,1027,266,44,128,479,1145,92,46,0,479,0,4113,2968,852,0.262638939,0.320950966,0.394944425,0.71589539,6.539585955617669,Team_91,77.84180840021031
853,70,162,620,5345,1309.0,1027,170,30,82,589,811,74,61,0,589,0,4036,3225,700,0.244901777,0.319851702,0.333956969,0.653808671,6.431331081933479,Team_61,79.40076266675466
855,73,162,694,5512,1417.0,1017,237,29,134,489,838,81,55,0,489,0,4095,3257,728,0.257075472,0.317613731,0.383526851,0.701140582,6.543911845564792,Team_78,78.09723083447903
857,73,144,693,4963,1315.0,851,267,39,158,440,953,105,37,0,440,0,3648,2695,671,0.264960709,0.324819545,0.429981866,0.754801411,6.542471960506805,Team_113,80.83361369157439
859,53,162,783,5530,1413.0,931,257,21,204,546,1268,87,50,0,546,0,4117,2849,1103,0.255515371,0.322416063,0.420253165,0.742669228,6.664409020350408,Team_136,78.11355212439187
861,70,162,704,5476,1451.0,1085,249,31,86,605,691,109,71,0,605,0,4025,3334,785,0.264974434,0.338102286,0.368882396,0.706984682,6.558197802812269,Team_118,78.2165289677809
863,65,162,597,5403,1294.0,911,246,31,106,489,981,112,49,0,489,0,4109,3128,734,0.239496576,0.302613714,0.355358134,0.657971848,6.393590753950631,Team_26,78.67176443973042
865,84,162,636,5408,1321.0,960,204,36,121,501,1069,101,64,0,501,0,4087,3018,646,0.244267751,0.308343205,0.362426036,0.670769241,6.456769655572163,Team_116,78.8038572081368
867,43,162,591,5466,1312.0,919,201,39,153,443,1099,98,63,47,490,49,4154,3055,928,0.240029272,0.300083264,0.375045737,0.675129001,6.3835066348840055,Team_134,78.12582419141567
869,71,162,826,5664,1506.0,957,274,36,239,488,1052,65,25,75,563,42,4158,3106,969,0.265889831,0.330036688,0.453566384,0.783603073,6.717804695023691,Team_37,79.6067163535327
871,51,115,468,3926,1043.0,745,180,24,94,349,746,65,26,0,349,0,2883,2137,576,0.265664799,0.325614035,0.395568008,0.721182043,6.150602768446279,Team_31,78.86341803446572
873,79,161,662,5343,1355.0,1039,201,29,86,652,812,124,49,0,652,0,3988,3176,657,0.253602845,0.334778982,0.350364964,0.685143946,6.4967749901858625,Team_96,79.78353845446166
875,94,162,731,5421,1357.0,855,293,37,172,531,1249,133,55,61,592,33,4064,2815,662,0.250322819,0.322361892,0.413207895,0.735569787,6.595780513961311,Team_111,81.19148866272155
877,78,162,724,5590,1512.0,1051,287,32,142,536,758,30,26,0,536,0,4078,3320,775,0.270483005,0.334312765,0.409481216,0.743793982,6.586171654854675,Team_59,78.67992476303151
879,103,162,808,5557,1534.0,1064,269,33,168,516,930,120,65,0,516,0,4023,3093,636,0.276048227,0.33755969,0.427028972,0.764588663,6.695798917058491,Team_21,80.8479570263648
881,72,162,574,5456,1330.0,969,220,36,105,435,1067,112,64,0,435,0,4126,3059,647,0.243768328,0.299609574,0.355021994,0.654631568,6.354370040797351,Team_5,79.70257544397496
883,98,162,896,5649,1535.0,1004,274,32,225,653,913,106,50,0,653,0,4114,3201,735,0.27172951,0.347191368,0.451053284,0.798244652,6.799055862058796,Team_53,80.47483898790898
885,83,162,723,5549,1435.0,952,282,24,177,502,1151,78,21,41,543,40,4114,2963,686,0.258605154,0.322570124,0.413768247,0.73633837,6.584791392385716,Team_24,80.64554841440682
887,71,161,690,5568,1467.0,1072,250,44,101,462,746,69,34,0,462,0,4101,3355,802,0.263469828,0.319900498,0.378591954,0.698492452,6.53813982376767,Team_135,79.76364493635991
889,75,162,638,5425,1315.0,878,265,31,141,586,1182,82,29,57,643,36,4110,2928,769,0.242396313,0.320773263,0.380645161,0.701418425,6.459904454377535,Team_78,78.09723083447903
891,64,162,758,5577,1526.0,1002,306,52,166,450,1213,100,40,36,486,39,4051,2838,890,0.273623812,0.329727958,0.43643536,0.766163318,6.63200177739563,Team_93,77.51042108645524
893,65,162,708,5511,1386.0,898,304,40,144,611,1117,102,30,44,655,37,4125,3008,830,0.251497006,0.329034338,0.399564507,0.728598846,6.5638555265321274,Team_21,80.8479570263648
895,70,162,587,5444,1408.0,1024,255,38,91,399,670,68,54,0,399,0,4036,3366,722,0.258633358,0.309258942,0.36958119,0.678840133,6.376726947898627,Team_43,77.62187934681745
897,85,162,787,5630,1530.0,1042,314,27,147,510,1028,93,45,0,510,0,4100,3072,783,0.271758437,0.332247557,0.415452931,0.747700488,6.669498089857879,Team_60,79.7216495326434
899,83,162,865,5534,1481.0,936,284,19,242,499,1030,78,51,63,562,42,4053,3023,831,0.267618359,0.332844575,0.456993133,0.789837708,6.763884908562435,Team_37,79.6067163535327
901,57,162,619,5488,1397.0,1063,195,29,110,503,791,91,53,0,503,0,4091,3300,844,0.254555394,0.31714238,0.360787172,0.677929552,6.429719478039138,Team_92,79.39730554246107
